D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_44_940.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_44_940.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_44_940.jpg,0,0,0,2.371837E-06
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_013.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_013.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_013.jpg,0,0,0,1.736906E-05
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_087.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_087.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_087.jpg,0,0,0,0.0001066853
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_161.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_161.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_161.jpg,0,0,0,0.0001269775
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_235.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_235.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_235.jpg,0,0,0,0.0001404174
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_309.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_309.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_309.jpg,0,0,0,0.000176215
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_382.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_382.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_382.jpg,0,0,0,0.0002601108
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_456.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_456.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_456.jpg,0,0,0,4.731169E-05
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_529.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_529.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_529.jpg,0,0,0,3.814173E-05
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_602.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_602.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_602.jpg,0,0,0,6.724038E-05
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_676.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_676.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_676.jpg,0,0,0,7.708056E-05
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_749.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_749.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_749.jpg,0,0,0,9.39782E-05
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_823.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_823.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_823.jpg,0,0,0.028707,0.04305973
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_897.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_897.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_897.jpg,0,0,0.2746014,0.05815449
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_45_964.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_45_964.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_45_964.jpg,0,0,0.2697753,0.1301021
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_038.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_038.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_038.jpg,0,0.1415403,0,0.1016267
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_111.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_111.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_111.jpg,-0.1,0.3082476,0,0.1102255
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_186.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_186.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_186.jpg,-0.3,0.5589625,0,0.517372
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_255.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_255.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_255.jpg,-0.5000001,0.7906498,0,1.146787
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_326.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_326.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_326.jpg,-0.6500001,0.9807205,0,1.824908
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_402.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_402.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_402.jpg,-0.8500001,1,0,2.747253
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_471.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_471.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_471.jpg,-1,1,0,3.407939
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_544.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_544.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_544.jpg,-1,1,0,4.303116
D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\center_2023_12_30_12_55_46_610.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\left_2023_12_30_12_55_46_610.jpg,D:\auto_files\Track_2\T2_center\T2_center_lane_correction\IMG\right_2023_12_30_12_55_46_610.jpg,-1,1,0,4.972048
