D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_24_533.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_24_533.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_24_533.jpg,0,0,0,0.8503968
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_24_609.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_24_609.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_24_609.jpg,0,0,0,0.8435639
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_24_683.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_24_683.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_24_683.jpg,0,0,0,0.8367862
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_24_759.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_24_759.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_24_759.jpg,0,0,0,0.8317383
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_24_833.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_24_833.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_24_833.jpg,0,0,0,0.8250554
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_24_908.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_24_908.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_24_908.jpg,0,0,0,0.8184264
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_24_983.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_24_983.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_24_983.jpg,0,0,0,0.8118505
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_057.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_057.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_057.jpg,0,0,0,0.8069531
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_131.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_131.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_131.jpg,0,0,0,0.8004695
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_207.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_207.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_207.jpg,0,0,0,0.7940378
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_283.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_283.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_283.jpg,0,0,0,0.7876579
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_357.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_357.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_357.jpg,0,0,0,0.7829068
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_433.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_433.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_433.jpg,0,0,0,0.7766163
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_511.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_511.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_511.jpg,0,0,0,0.7703761
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_584.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_584.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_584.jpg,0,0,0,0.7641864
D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\center_2023_12_30_12_18_25_657.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\left_2023_12_30_12_18_25_657.jpg,D:\auto_files\Track_2\T2_center\T2_center_backward\IMG\right_2023_12_30_12_18_25_657.jpg,0,0,0,0.7595768
