D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_172.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_172.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_172.jpg,0,0,0,1.796725E-05
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_248.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_248.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_248.jpg,0,0,0,1.137988E-05
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_320.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_320.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_320.jpg,0,0,0,2.948358E-06
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_396.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_396.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_396.jpg,0,0,0,3.277789E-06
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_469.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_469.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_469.jpg,0,0,0,9.920389E-06
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_544.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_544.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_544.jpg,0,0,0,4.828599E-06
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_619.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_619.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_619.jpg,0,0,0,1.539943E-05
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_689.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_689.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_689.jpg,0,0,0,1.760672E-05
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_770.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_770.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_770.jpg,-0.15,0.1086678,0,0.07279281
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_841.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_841.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_841.jpg,-0.35,0.3297276,0,0.2627991
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_918.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_918.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_918.jpg,-0.5000001,0.5552073,0,0.5812539
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_53_992.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_53_992.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_53_992.jpg,-0.7,0.7773167,0,1.187656
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_54_069.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_54_069.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_54_069.jpg,-0.9000002,1,0,2.014848
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_54_142.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_54_142.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_54_142.jpg,-1,1,0,2.861371
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_54_218.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_54_218.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_54_218.jpg,-1,1,0,3.539851
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_54_295.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_54_295.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_54_295.jpg,0,1,0,4.395018
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_54_369.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_54_369.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_54_369.jpg,0,1,0,5.262967
D:\auto_files\Track_1\T1_forward\IMG\center_2023_12_30_10_45_54_440.jpg,D:\auto_files\Track_1\T1_forward\IMG\left_2023_12_30_10_45_54_440.jpg,D:\auto_files\Track_1\T1_forward\IMG\right_2023_12_30_10_45_54_440.jpg,0,1,0,6.185438
