D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_013.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_013.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_013.jpg,0,0,0,9.133593E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_083.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_083.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_083.jpg,0,0,0,9.123897E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_156.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_156.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_156.jpg,0,0,0,9.174796E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_227.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_227.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_227.jpg,0,0,0,9.123906E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_302.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_302.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_302.jpg,0,0,0,9.067356E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_372.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_372.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_372.jpg,0,0,0,9.089786E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_445.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_445.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_445.jpg,0,0,0,9.110487E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_518.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_518.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_518.jpg,0,0,0,9.08061E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_588.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_588.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_588.jpg,0,0,0,9.076963E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_661.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_661.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_661.jpg,0,0,0,9.07661E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_734.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_734.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_734.jpg,-0.1,0,0,8.916812E-05
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_807.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_807.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_807.jpg,-0.3,0.2112711,0,0.1637
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_878.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_878.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_878.jpg,-0.45,0.4304628,0,0.416977
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_18_954.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_18_954.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_18_954.jpg,-0.6500001,0.6448839,0,0.9264563
D:\auto_files\Track_1\T1_lane_correction\IMG\center_2023_12_30_11_23_19_025.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\left_2023_12_30_11_23_19_025.jpg,D:\auto_files\Track_1\T1_lane_correction\IMG\right_2023_12_30_11_23_19_025.jpg,-0.8000001,0.8634171,0,1.486048
