C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_01_750.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_01_750.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_01_750.jpg,0,0,0,5.161293E-06
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_01_818.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_01_818.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_01_818.jpg,0,0,0,1.237256E-05
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_01_892.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_01_892.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_01_892.jpg,0,0,0,3.433169E-06
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_01_963.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_01_963.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_01_963.jpg,0,0,0,4.220968E-06
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_02_031.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_02_031.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_02_031.jpg,0,0,0,6.968183E-06
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_02_101.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_02_101.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_02_101.jpg,0,0,0,1.410794E-05
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_02_170.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_02_170.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_02_170.jpg,0,0,0,2.291426E-05
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_02_237.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_02_237.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_02_237.jpg,0,0,0,4.721521E-06
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_02_309.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_02_309.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_02_309.jpg,0,0,0,7.332904E-06
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_02_376.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_02_376.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_02_376.jpg,0,0,0,1.117529E-05
C:\Users\Areal\Documents\ST\Data\IMG\center_2024_01_13_14_48_02_446.jpg,C:\Users\Areal\Documents\ST\Data\IMG\left_2024_01_13_14_48_02_446.jpg,C:\Users\Areal\Documents\ST\Data\IMG\right_2024_01_13_14_48_02_446.jpg,0,0,0,1.861219E-06
